City,Latitude,Longitude,Name,PostalCode,State
Phoenix,33.677348,-111.977129,Total Wine & More,85050,AZ
Hot Springs National Park,34.51486291,-93.05359251,Superior Bathhouse Brewery and Distillery,71901,Blue Springs
Oakridge,43.74777156,-122.4568105,Brewers Union Local 180,97463,OR
Denver,39.750288,-104.999768,World of Beer,80202,CO
Brewer,44.796979,-68.7610223,Meineke Car Care Center,4412,ME
Titusville,41.62658652,-79.673434,Blue Canoe,16354,PA
Chattanooga,35.0076,-85.327644,Moccasin Bend Brewing Company,37409,TN
Greenville,34.838066,-82.40704,The Brewery Experience,29601,SC
Charlotte,35.172039,-80.848501,Total Wine & More,28209,NC
Shiner,29.433832,-97.16717,Spoetzl Brewery,77984,Glaze City
Allendale,50.485622,2.831218,Brasserie Castelain,62410,IL
Waukegan,42.363495,-87.88062,Zumbier,60085,IL
Anchorage,61.21959,-149.82257,Resolution Brewing Company,99501,AK
Havre,48.555763,-109.696144,Triple Dog Brewing,59501,MT
Bemidji,47.4716632,-94.88143824,Bemidji Brewing,56601,Grant Valley
Columbus,39.97189131,-83.00277677,Barley's Brewing Co. & Ale House,43215,OH
Newark,40.741895,-74.170463,Kilkenny Alehouse,7102,Midtown
Fortuna,40.57931,-124.153047,Eel River Brewing Co,95540,CA
Bayonne,40.66362005,-74.12495658,Eddy's Bar,7002,Pamrapo
Seattle,47.648883,-122.344341,Fremont Brewing Co,98103,Wallingford
Bridgewater Corners,43.58846521,-72.65995254,Long Trail Brewing Co,5035,Brgwtr Cors
Loganville,33.851557,-83.9244,Legacy Beverage Center,30052,GA
Henderson,36.07235748,-115.0751735,Barley's Casino & Brewing Company,89014,NV
Palisade,39.11114402,-108.3540129,Palisade Brewing Company,81526,CO
Seattle,47.592365,-122.334443,Pyramid Alehouse-seattle,98134,WA
Hoquiam,46.977369,-123.8831695,8th Street Ale House,98550,Gray Gables
Miami,25.646987,-80.336863,Total Wine & More,33176,Richmond Heights
Vista,33.20010408,-117.2447876,Lamppost Pizza - Backstreet Brewery,92083,CA
Grafton,38.96977,-90.4315,Grafton Winery Inc,62037,Quarry
Marana,47.97179,11.77437,Ayinger Brewery,85653,AZ
Astoria,40.75516499,-73.92498404,The Garden At Studio Square,11106,Queens
Fort Pierce,27.451565,-80.326035,"Sailfish Brewing Company, Inc. Tasting Room",34950,FL
Newport,44.627737,-124.055888,Rogue Ales Brewery,97365,OR
Bay City,43.601948,-83.89817,Lumber Barons Brewery,48706,MI
Toledo,41.634313,-83.5559,Titgemeier's Feed & Garden Center,43609,OH
Cincinnati,39.14623737,-84.472332,Listermann Brewing Co.,45207,Norwood
Duncanville,32.661678,-96.908624,Coinstar,75116,TX
Naples,26.209177,-81.768152,Total Wine & More,34105,FL
Redmond,47.663727,-122.10255,Mac & Jack's Brewery,98052,Ames Lake
Dickinson,29.46352,-95.044868,Ronnie's,77539,TX
Modesto,37.675674,-120.957883,Barley & Wine,95355,CA
Burlington,40.069981,-74.866739,Discount Liquor World,8016,Burlngtn City
Pompano Beach,26.231281,-80.09754,26 Degree Brewing Company,33062,Laud By The Sea
Seattle,47.55020886,-122.3172762,Machine House Brewery,98108,WA
Memphis,35.151453,-89.888233,Midsouth Malts,38122,Mphs
Denver,39.709068,-105.077258,World of Beer,80226,CO
Lyndonville,44.520339,-72.001334,Trout River Brewing Co,5851,Red Village
Boynton Beach,26.554,-80.07501,Due South Brewing Co.,33426,FL
Spartanburg,34.948685,-81.93585,Rj Rockers Brewing Co.,29306,SC
Petoskey,45.39700664,-84.90311244,Petoskey Brewing,49770,MI
Concord,38.009935,-122.038984,Epidemic Ales,94520,CA
Litchfield Park,46.51471,-1.789456,Brasserie La Cabaude,85340,AZ
Asheville,35.595155,-82.552171,Biltmore Estate,28801,NC
Auburn,38.95220872,-121.0804403,Knee Deep Brewing Co.,95602,CA
Millburn,40.723009,-74.310059,U Brew Inc,7041,NJ
Newington,41.673398,-72.745188,Elm Hill Spirit Shoppe,6111,Htfd
Ardmore,40.006868,-75.290694,Tired Hands Brewery,19003,PA
Huntsville,34.721645,-86.60534,Yellowhammer Brewing - Closed,35805,AL
Ketchum,43.680562,-114.363869,Warfield Brewery Llc,83340,ID
Lancaster,40.038028,-76.313852,Thistle Finch Distillery,17603,Manor Ridge
San Francisco,37.805634,-122.405481,Crystal Geyser Water Co.,94133,CA
Milwaukee,42.966341,-87.901944,Gators Pub,53207,Saint Francis
Lemon Grove,32.742813,-117.037832,Food 4 Less,91945,CA
Rio Rancho,35.242596,-106.66441,Turtle Mountain Brewing Co,87124,Rancho West
San Pedro,33.738754,-118.28415,San Pedro Brewing Company,90731,Ft Macarthur
Lowville,43.78687,-75.49156,"Barkeater Craft Brewery, Llc",13367,Harrisburg
Pittston,41.30335,-75.80521,Susquehanna Brewing Company,18640,Jenkins Township
Pompano Beach,26.26981,-80.15516,Bangin Banjo Brewing Company,33069,FL
Myrtle Beach,33.614292,-78.979744,Stadium Club,29575,Surfside
Thousand Oaks,34.182215,-118.875513,Total Wine & More,91360,CA
Maryville,35.77025,-83.95906,Bluetick Brewery,37804,TN
Harrisburg,40.198177,-77.18909,Molly Pitcher Brewing Company,17103,PA
El Prado,36.464294,-105.65988,Taos Mesa Brewing,87529,NM
Carmel Valley,36.41535,-121.67008,Szalay Winery,93924,Robles Del Rio
Pomona,19.16596131,-96.15320859,"Cheladas ""la Cura""",91769,CA
Houston,29.735447,-95.287325,Gulf Coast Brewing,77012,TX
Huntington,44.312512,-72.959827,Stone Corral,5462,Huntington Center
Columbus,39.986763,-82.90801,The Actual Brewing Tasting Room,43219,OH
Myrtle Beach,33.697619,-78.887423,New South Brewing Company,29577,SC
Crystal Lake,42.245686,-88.31642,Crystal Lake Brewing,60014,Lakewood
Hillsboro,45.461873,-122.983633,Oak Knoll Winery,97123,Scholls
Norman,35.23408737,-97.48220444,Cheddar's,73069,OK
Sedona,34.866337,-111.796135,Oak Creek Brewery,86336,AZ
Justin,33.089836,-97.29243,Rabbit Hole Brewing,76247,TX
Dayton,39.7572614,-84.18395698,Toxic Brew Company,45402,OH
Helena,46.608914,-112.020976,Rock Hand Ace Hardware,59601,MT
Stevensville,46.530018,-114.10886,Wildwood Brewery,59870,MT
Burlington,44.45927,-73.21442,Queen City Brewery,5401,Burl
Oakridge,43.74769,-122.45666,Brewers Union Local 180,97463,OR
Branford,41.276599,-72.837148,Sbc Restaurant-brewery-brnfrd,6405,CT
San Diego,32.748638,-117.154717,Ralphs Fresh Fare,92103,CA
Kennesaw,34.033405,-84.61684,Burnt Hickory Brewery,30144,GA
Billings,45.782345,-108.50198,Carter's Brewery and Tap Room,59101,MT
Panorama City,34.221416,-118.467726,Triangle Liquor Store,91402,CA
Huntington Beach,33.65835,-118.001209,Huntington Beach Beer Company,92648,CA
Cincinnati,39.18217,-84.42733,Nine Giant Brewing,45213,Pleasant Ridge
Arlington,32.746637,-97.09751,Hammer Time Pub & Billards,76011,TX
Raleigh,35.90363,-78.76252,Lonerider: Ales For Outlaws,27617,NC
Charlotte,35.188473,-80.79081,Charlotte Brews Cruise,28211,NC
Colorado Springs,38.99335525,-104.8116732,Colorado Mountain Brewery,80921,Co Spgs
Ashland,46.587303,-90.892204,South Shore Brewery,54806,Bad River Indian Reservation
Hayward,37.611795,-122.084717,Pepsi Bottling Company,94545,CA
Redmond,44.27404411,-121.1730409,Wild Ride Brewing,97756,OR
San Antonio,29.481888,-98.63147,Taste This Culinary and Craft Brewery Tours,78210,TX
Santee,32.84627942,-116.9582416,Bns Brewing & Distillery,92071,CA
Kemah,29.529096,-95.026796,B & S Brewers Guild,77565,TX
Portland,43.70313,-70.31988,Bissell Brothers Brewing Company,4103,ME
Portland,45.50672,-122.65488,Baerlic Brewing Company,97214,OR
Seaside,46.033095,-123.924,Gearhart Golf Links,97138,Jewell
Hood River,45.714895,-121.520532,Pfriem Family Brewers,97031,OR
Fredericksburg,38.34421638,-77.49632746,Wawa,22406,Fred
Roanoke,37.27267,-79.94397,Big Lick Brewing Company,24011,VA
Schaumburg,42.04384,-88.042177,Granite City Food and Brewery,60173,Hoffman Estates
Roanoke,37.27144,-79.93928,Roanoke Food Tours,24016,VA
Knoxville,41.31904497,-93.09934424,Peace Tree Brewing Company,50138,IA
Nashville,36.15649,-86.7717,Joyride Nashville,37210,TN
Winooski,44.4907227,-73.19246504,Four Quarters Brewing,5404,VT
Pittsburgh,40.47848,-79.96847,Draai Laag Brewing Co.,15212,Pitt
Saint Albans,44.810713,-73.083558,14th Star Brewing Co Llc,5478,St Albans
Marquette,46.541656,-87.39375,Ore Dock Brewing Company,49855,MI
Sault Sainte Marie,46.50089107,-84.348348,Soo Brewing Company,49783,MI
Paso Robles,35.59637216,-120.694567,Firestone Walker Brewery,93446,Heritage Rnch
Glendale,33.638332,-112.1959,What Ale's Ya,85308,AZ
Corvallis,44.633494,-123.22654,Klaklanee Vineyard & Winery,97330,OR
Mckinney,33.13726677,-96.70151145,Boston's Restaurant & Sports Bar,75070,TX
Portsmouth,43.08790761,-70.80425765,Redhook Brewery,3801,NH
Manhattan,39.191247,-96.608458,Little Apple Brewing Co,66502,KS
Portsmouth,43.078561,-70.759226,Earth Eagle Brewings,3801,NH
Portsmouth,43.078007,-70.757599,Portsmouth Brewery,3801,NH
Gilbert,33.363003,-111.841255,Arizona Wilderness Brewing Co.,85233,AZ
Black Mountain,35.607914,-82.35999,Pisgah Brewing Co,28711,NC
Cincinnati,39.19565,-84.40039,Meier's Wine Cellars Inc,45236,OH
Morristown,36.226676,-83.261768,Coca-Cola Bottling Co,37814,TN
Conshohocken,40.07363823,-75.29248238,Conshohocken Brewing Company,19428,West Conshohocken
Carson City,39.171639,-119.767115,Just Brew It,89701,Carson Colony
Parker,39.51708,-104.764505,Hall Brewing Co,80134,CO
Montpelier,41.58642269,-84.61062566,Bar The,43543,OH
Palm Beach Gardens,26.840419,-80.093217,Total Wine & More,33410,Palm Bch Gdns
Agoura Hills,34.1435,-118.7637102,Ladyface Alehouse & Brasserie,91301,Calabasas Hills
Tampa,27.922075,-82.50978,Tampa Brew Tours,33629,FL
Lander,42.83264199,-108.7280279,Cowfish and Lander Brewing Co.,82520,S Pass City
Brevard,35.23335112,-82.73330492,Brevard Brewing Co.,28712,NC
Richardson,32.990315,-96.728248,Grotto Brewing Co - We Got Schwalls,75080,TX
Post Falls,47.70473668,-116.8659711,Selkirk Abbey Brewing Company,83854,ID
Hershey,40.297344,-76.64275,Tr��egs Brewing Company,17033,Derry Church
Manassas,38.780999,-77.509213,Total Wine & More,20109,VA
Conroe,30.348034,-95.43859,Southern Star Brewing,77303,TX
El Paso,31.75109654,-106.2775218,Toro Burger,79936,TX
Chicago,41.94643801,-87.65580989,Goose Island Brewpub,60657,IL
Memphis,35.14022,-90.05214,Tastin' 'round Town,38103,TN
Greeley,40.424862,-104.69081,Brix Taphouse & Brewery,80631,CO
Columbus,39.98758,-83.03038,Zauber Brewing Company,43212,Marble Cliff
South Hero,44.626802,-73.333023,Snow Farm Winery,5486,Keelers Bay
San Diego,32.896046,-117.121756,White Laboratory,92126,CA
Philadelphia,39.962292,-75.240738,Sunbrian Lounge,19139,PA
Farmingdale,40.732274,-73.433964,Kedco Wine Storage Systems,11735,E Farmingdale
Jackson,43.477486,-110.76644,Jackson Hole Food Tours,83001,Jackson Hole
San Francisco,37.776778,-122.41688,Bon Marché Brasserie & Bar,94103,CA
Chicago,41.70408,-87.68154,Horse Thief Hollow,60643,IL
Seattle,47.6918113,-122.3550475,Naked City Brewery & Taphouse,98103,Wallingford
Escanaba,45.74607933,-87.05647319,Hereford & Hops,49829,MI
Asheville,35.59172,-82.55529,Asheville Pizza Brewing Company,28801,NC
Phoenix,33.581745,-112.135271,H&r Block,85029,AZ
Saint Louis,38.61226,-90.23055,Milfopolis Gynecological Clinic and Microbrewery,63104,MO
Anacortes,48.51933,-122.612552,Rockfish Grill/anacortes Brwry,98221,Guemes
Palmer,61.597671,-149.264909,Valley Winery & Brew Supply,99645,AK
Chippewa Falls,44.914978,-91.31394,Poo's On The Pond,54729,WI
Selinsgrove,40.80089571,-76.86120406,Selin's Grove Brewing Co.,17870,Blue Hill
Berwick,41.05210535,-76.23796843,Berwick Brewing Company,18603,PA
Philipsburg,46.332382,-113.29446,Philipsburg Brewing Company,59858,MT
Albany,42.654022,-73.747717,Albany Pump Station,12207,NY
Houston,29.736342,-95.373511,Malkovich Door Brewery,77004,TX
Cumberland,41.97423,-71.40634,Diamond Hill Vineyards,2864,RI
Taunton,41.932125,-71.103308,Andy's Super Market,2780,MA
Seven Valleys,39.853995,-76.770923,Four Springs Winery,17360,PA
Denver,39.91492837,-105.0008433,C.b. & Potts,80234,Westminster
Honolulu,21.27829639,-157.7057457,Kona Brewing Co.,96825,Hono
Hallowell,44.2860728,-69.79022026,The Liberal Cup Public House & Brewery,4347,ME
Danielsville,43.81623,7.774064,In Bocca Al Luppolo,18038,PA
Port Townsend,48.10738584,-122.7809868,Port Townsend Brewing Company,98368,Beckett Point
Philadelphia,39.948436,-75.143434,2nd Story Brewing Co,19106,Wm Penn Anx E
Denver,39.84875971,-104.6737427,Boulder Beer Tap House,80249,CO
Houston,29.776081,-95.416026,Buffalo Bayou Brewing Company,77007,TX
Sparks,39.53418642,-119.7161882,Bj's Restaurant and Brewhouse,89434,Mustang
Lancaster,40.05248,-76.30086,Fetish Brewing Company,17602,Lyndon
Port Orange,29.10966981,-81.03331089,House For Beer @ The Pavilion - Port Orange,32128,FL
Springboro,39.57726,-84.2308,Crooked Handle Brewing Company,45066,OH
Gunnison,38.545226,-106.926632,Mom's Kitchen,81230,Doyleville
West Sacramento,38.586365,-121.566159,Nestle Professional Vitality,95605,W Sacramento
Arlington,48.197155,-122.126977,Down Home Brew Supply,98223,Oso
Odessa,31.91030065,-102.2979556,Cork & Pig Tavern,79765,TX
Phoenix,33.450221,-112.07689,Beers Enterprises Inc,85003,AZ
Grafton,43.319937,-87.959923,Brew City Adventures,53024,WI
Garden City,43.63219,-116.25309,Boise Brew Bus,83714,Hidden Springs
Dallas,32.785109,-96.797344,House of Brew,75201,TX
Port Richey,28.28084,-82.71216,Ridge Road Tavern,34668,FL
Cave Junction,42.12564,-123.59432,Bridgeview Vineyards Winery,97523,OR
Jacksonville,42.22541,-123.04744,Valley View Winery,97530,OR
Murphysboro,37.782339,-89.332116,Big Muddy Brewing,62966,Levan
Windsor,43.51326901,-72.40179062,Harpoon Brewery & Riverbend Taps,5089,Jenneville
Fayetteville,38.05083691,-81.10578418,Pies Pints Pizzeria,25840,Wriston
Salt Lake City,40.63502758,-111.886124,Red Rock Brewing Co.,84107,Salt Lake Cty
Katy,29.78637,-95.81482,No Label Brewing Co.,77493,TX
Auburn,41.36724494,-85.05586646,Mad Anthony,46706,Norland Park
Bellevue,47.618561,-122.179574,Total Wine & More,98005,WA
Lake Havasu City,34.47095427,-114.3489271,Barley Brothers Restaurant & Brewery,86403,AZ
Chicago,41.892437,-87.61497,Bobby's Bike Hike Chicago,60611,Ontario Street
Dillon,39.62804714,-106.0464899,Pug Ryan's Brewing Company,80435,CO
San Diego,32.895989,-117.137664,2kids Brewing Co,92126,CA
Middletown,38.75203339,-122.6155221,Mount St. Helena Brewing Company,95461,CA
Glendale,33.643251,-112.220538,Total Wine & More,85308,AZ
Waynesboro,38.0869,-78.9388,"Seven Arrows Brewing, LLC",22980,VA
Manson,47.8849,-120.1581,Lake Chelan Brewing Co,98831,WA
Stonewall,30.2345,-98.659,Grape Creek Vineyard,78671,TX
Waterbury,44.3505,-72.7438,Alchemist Cannery,5676,VT
Olympia,47.0258,-122.9341,Hoh River Brewery,98512,WA
Victoria,28.8242,-96.9266,Hartman Distributing Co,77905,TX
Sequim,48.0763,-123.1033,Corcoran Brewing & Consulting,98382,WA
Redmond,44.2721,-121.1755,Cascade Lakes Brewing Co,97756,OR
Olympia,47.0211,-122.9471,Columbia Bottlers Group,98512,WA
Prosser,46.2786,-119.7196,Vineheart Winery,99350,WA
Bend,44.0565,-121.3295,Sunriver Brewing Co,97703,OR
Bend,44.0469,-121.3223,Deschutes Brewery Bend Tasting Room,97702,OR
Fredericksburg,30.2392,-98.8684,Pedernales Brewing Co,78624,TX
Philadelphia,39.983071,-75.127099,Philadelphia Brewing Co.,19125,PA
Des Moines,41.56845756,-93.63251926,Confluence Brewing Company,50315,IA
Telford,40.311998,-75.41568,Country Creek Winery Orchards,18969,PA
Mount Vernon,48.4004,-122.3355,Pasek Cellars,98273,WA
Peshastin,47.5803,-120.6063,Icicle Ridge Winery,98847,WA
Kennewick,46.1748,-119.1523,Burns Vineyard,99337,WA
Olalla,47.4181,-122.5458,Olalla Bay Brewing Co,98359,WA
Redmond,44.2391,-121.2211,Silver Moon Brewing,97756,OR
Port Angeles,48.0742,-123.4883,Black Diamond Winery,98363,WA
Mount Vernon,48.4462,-122.3964,Tulip Valley Vineyard-Orchard,98273,WA
Bend,44.0877,-121.2932,Oblivion Brewing Co,97701,OR
Leavenworth,47.596,-120.6599,Pasek Cellars Winery Tstng Rm,98826,WA
Prosser,46.2109,-119.7461,Snoqualmie Winery,99350,WA
Redmond,44.2833,-121.1659,Redmond Home Brewing Supply,97756,OR
Bremerton,47.5659,-122.6247,Wobbly Hopps Brewery,98337,WA
Richland,46.2554,-119.2985,Tagaris Winery,99352,WA
Prosser,46.2204,-119.7762,Willow Crest Winery,99350,WA
Reston,38.96795,-77.34198,Lake Anne Brew House,20190,VA
Washington,38.9260483,-76.9816513,The Public Option,20018,DC
Morrisville,40.207472,-74.801143,One Brew At A Time,19067,PA
Ashland,42.1976,-122.7146,Standing Stone Brewing Co,97520,OR
Medford,42.36,-122.8355,Fire Valley Brewing Co,97504,OR
Ashland,42.1985,-122.7154,Siskiyou Brew Pub,97520,OR
Ashland,42.1913,-122.666,Ashland Vineyards & Winery,97520,OR
Shady Cove,42.6118,-122.8187,Crater Lake Cellars,97539,OR
Monroe,44.2898,-123.3016,Benton Lane Winery,97456,OR
Corvallis,44.568,-123.275,McMenamins On Monroe,97330,OR
Little Rock,34.74535,-92.2663,Blue Canoe Brewing Co,72201,AR
Laramie,41.3029,-105.5768,The Still Package Liquor,82070,WY
Indianapolis,39.76665884,-86.15983788,Granite City Food & Brewery,46204,IN
Loudon,35.787525,-84.34596,Tennessee Valley Winery,37774,TN
Lexington,38.051034,-84.523274,G&J Pepsi-Cola,40504,KY
Huntington Beach,33.7045,-117.9954,Beach City Brewery,92647,CA
Missoula,46.897188,-114.166607,Brew Ha Ha! LLC,59804,MT
Coopersburg,40.5089331,-75.38680232,Think Link Beverages,18036,PA
Balch Springs,32.7339,-96.622554,Beverage Corner,75180,TX
Dallas,32.790946,-96.815759,Community Beer Co,75207,TX
Dallas,32.775872,-96.764108,Brew Mile,75210,TX
Lynnwood,47.823763,-122.280856,Temple Distilling Co,98036,WA
Houston,29.70537,-95.5449,Teahouse Beverage,77036,TX
Houston,29.710518,-95.322812,Ruiz Cash & Carry Co,77023,TX
Albemarle,40.448954,-3.672402,Friends Tavern,28002,NC
Ukiah,39.12888,-123.19926,Mendocino Brewing Ale House,95482,CA
Ukiah,39.179874,-123.207684,Dunnewood Vineyards & Winery,95482,CA
Ukiah,39.144186,-123.20236,Husch Vineyards Office,95482,CA
Redding,40.582268,-122.390547,Fogline Brew Co LLC,96001,CA
Steamboat Springs,40.48405,-106.831375,Mahogany Ridge Brewery & Grill,80487,CO
Flagstaff,35.197004,-111.652053,Mother Road Brewing Co,86001,AZ
Lakeport,39.042857,-122.915433,Molly Brennan's,95453,CA
Lower Lake,38.86206,-122.564266,Six Sigma Winery,95457,CA
Kelseyville,38.97758,-122.8385,Kelsey Creek Brewing,95451,CA
York,39.948777,-76.76302,Crystal Brewing Co,17404,PA
Fawn Grove,39.73234,-76.449625,South County Brewing Co,17321,PA
Millers Falls,42.577644,-72.494156,Element Brewing Co LLC,1349,MA
Greeley,40.421991,-104.757212,Broken Plow Brewery,80634,CO
Jackson,48.00928,37.80451,John James Huge's Brewery,83001,WY
Davenport,41.520357,-90.572245,Front Street Brewery,52801,IA
Grants Pass,42.439148,-123.31765,Wild River Brewing & Pizza Company,97526,OR
Havertown,39.984975,-75.30799,Brew Your Own Beer,19083,PA
Palisade,39.107426,-108.389353,Garfield Estates Vineyard-Wnry,81526,CO
Palisade,39.112142,-108.353229,Palisade Brewing Co,81526,CO
Madrid,35.405334,-106.15325,Mine Shaft Tavern,87010,NM
Arlington Heights,42.031862,-87.950864,Lakeshore Beverage,60005,IL
Bonita Springs,45.692562,13.738939,Befed Trieste,34136,FL
Vista,33.15237066,-117.2280619,Indian Joe Brewing,92081,CA
Portland,45.479187,-122.693658,Mcmenamins Hillsdale Brewery,97239,OR
Exeter,42.98084,-70.9445,Loaf and Ladle Tavern,3833,NH
Scottsdale,33.581928,-111.923281,Fate Brewing Co Llc,85260,AZ
Fairplay,39.22045068,-105.9931208,South Park Brewery,80440,CO
Saint Helena,38.502708,-122.428337,Stone Bridge Cellars Inc,94574,CA
Napa,38.22683,-122.253749,Beau Vigne,94558,CA
Dallas,32.684503,-96.890636,Dr Pepper Snapple Group,75237,TX
Birmingham,33.52671,-86.76485,Cahaba Brewing Company,35222,AL
Anaheim,33.806019,-117.877353,J T Schmid's Restaurant & Brew,92806,CA
Dana Point,33.472597,-117.697548,Extreme Brands Llc,92629,CA
Aliso Viejo,33.561136,-117.726063,Pepsi Bottling Group,92656,CA
Santa Ynez,34.593286,-120.099069,Kalyra Wineries,93460,CA
Santa Barbara,34.414635,-119.68985,Figueroa Mountain Brewery,93101,CA
Washingtonville,41.431405,-74.161479,Brotherhood Winery,10992,NY
Warwick,41.295507,-74.314658,Applewood Orchards,10990,NY
Buffalo,42.94784,-78.866372,Class Act,14216,NY
Peoria,40.775112,-89.638851,Leisy Brewing Co Inc,61614,IL
New Tripoli,40.668187,-75.758198,Blue Mountain Vineyards,18066,PA
Madison,43.0937611,-89.34571635,Next Door Brewing Co,53704,WI
Allen,33.092575,-96.67263,Nine Band Brewery Co,75002,TX
Junction City,44.219307,-123.202017,Raven A Pub,97448,OR
Janesville,42.679474,-89.050584,Gray's Brewing Co,53548,WI
Geyserville,38.706654,-122.90438,Meeker Vineyards,95441,CA
Denver,39.758587,-104.98543,First Draft,80205,CO
Waynesville,35.49365959,-82.99148918,Frog Level,28786,NC
Soquel,37.02954,-121.93346,Soquel Vineyards,95073,CA
Boulder Creek,37.150188,-122.099799,P & M Staiger Vineyard & Wnry,95006,CA
Mckinleyville,40.958715,-124.031845,Fieldbrook Valley Winery,95519,CA
