,City,Latitude,Longitude,Name,PostalCode,State
6264,Olympia,47.044,-122.8958,Fish Brewing Company,98501,WA
6265,Milton Freewater,45.9877,-118.4446,Dragon's Gate Brewery,97862,OR
6266,Jamesport,40.9472,-72.5866,Jamesport Vineyards,11947,NY
6267,Staunton,38.0802,-79.0527,Coca-Cola Enterprises Inc,24401,VA
6268,Pasco,46.4776,-119.2381,Claar Cellars,99301,WA
6269,Yakima,46.6178,-120.5483,Yakima Craft Brewing Company,98902,WA
6270,Riverhead,40.9237,-72.6664,Gentlemens Pub,11901,NY
6271,Port Angeles,48.1022,-123.5004,Harbinger Winery,98363,WA
6272,Bainbridge Island,47.6246,-122.5138,Alehouse On Winslow,98110,WA
6273,Kingston,47.801,-122.5002,Downpour Brewing,98346,WA
6274,Tenino,46.9122,-122.8038,Gibbons Lane Winery,98589,WA
6275,Glens Falls,43.309623,-73.644772,Davidson Brothers Brewing Company,12801,NY
6276,Grants Pass,42.4359,-123.3285,Rogue Valley Brewing Supply,97526,OR
6277,Selma,42.2734,-123.5658,Deer Creek Vineyards & Winery,97538,OR
6278,Cave Junction,42.1184,-123.5506,Foris Vineyards,97523,OR
6279,Roseburg,43.254,-123.3532,Old 99 Brewing Co,97470,OR
6280,Oakland,43.5389,-123.2119,Red Ridges Vineyard,97462,OR
6281,Elkton,43.6221,-123.5554,Bradley Vineyards,97436,OR
6282,Corvallis,44.6335,-123.2265,Klaklanee Vineyard & Winery (Reported Closed),97330,OR
6283,Albany,44.671,-123.1462,Springhill Cellars,97321,OR
6284,Newport,44.6202,-124.0521,Rogue Ale,97365,OR
6285,Eugene,43.8516,-123.2364,King Estate Winery,97405,OR
6286,Sacramento,38.55059,-121.468,Oak Park Brewing Company,95817,CA
6287,Castro Valley,37.6376,-121.9608,Chouinard Vineyards & Winery,94552,CA
6288,Lompoc,34.6433,-120.4557,Brewer-Clifton,93436,CA
6289,Brimfield,50.4434103,30.54629352,Porter Pub,1010,MA
6290,Riverside,34.021,-117.4213,Enjoy The Brew,92509,CA
6291,Escondido,33.1128,-117.0967,Orbit Brewing,92025,CA
6292,Thousand Oaks,34.1557,-118.8043,Figueroa Mountain Brewery,91362,CA
6293,Fort Smith,35.3041,-94.4229,Mountain Spring Water Co,72908,AR
6294,San Diego,32.758,-117.2148,Bay City Brewing Co,92110,CA
6295,East Bend,36.1746,-80.4786,Flint Hill Vineyards & Century,27018,NC
6296,Carrboro,35.9108,-79.0676,Yesteryears Brewery,27510,NC
6297,Charlotte,35.2359,-80.9124,Artisanal Brewing Ventures,28208,NC
6298,Mebane,36.1509,-79.2729,Iron Gate Winery Inc,27302,NC
6299,Durham,35.9966,-78.9159,Ponysaurus,27701,NC
6300,Fletcher,35.4364,-82.5293,Blue Ghost Brewing,28732,NC
6301,Durham,35.9996,-78.9084,Triangle Brewing Pint & Plate,27701,NC
6302,Durham,36.001,-78.898,Durty Bull Brewing Company,27701,NC
6303,Greensboro,36.0659,-79.7918,Gibbs Hundred Brewery Co,27406,NC
6304,Charlotte,35.2012,-80.8693,Triple C Brewing Co,28203,NC
6305,Asheville,35.5717,-82.5015,Highland Brewing Co,28803,NC
6306,Wilmington,34.2341,-77.9484,New Anthem Brewery,28401,NC
6307,Pittsboro,35.7436,-79.1647,Carolina Brewery & Grill,27312,NC
6308,Asheville,35.571,-82.546,Hi-Wire Brewing,28803,NC
6309,Hillsborough,36.0643,-79.0865,Mystery Brewing Co,27278,NC
6310,Fairfield,38.2052,-122.1432,Brewer Metal Products,94534,CA
6311,Soquel,36.9854,-121.9649,Discretion Brewing LLC,95073,CA
6312,Scotts Valley,37.0617,-122.0061,Steel Bonnet Brewing Co,95066,CA
6313,Vacaville,38.3808,-121.993,Solano Brewing Co LLC,95688,CA
6314,Boca Raton,26.36301,-80.12371,La Ferrera International Design,33486,FL
6315,Peoria,40.78483,-89.6072,Peoria Brewing Company,61615,IL
6316,Gainesville,29.65196,-82.38015,Hoggetowne Ale Works,32607,FL
6317,Charlotte,35.187,-80.8915,CAROLINA Bar Supplies Dstrbtng,28217,NC
6318,Raleigh,35.8357,-78.6892,Pepsi Bottling Ventures Llc,27612,NC
6319,Durham,35.9965,-78.8894,Triangle Brewing Co,27701,NC
6320,Greensboro,36.0912,-79.8129,Gate City Growlers LLC,27408,NC
6321,Gibsonville,36.2206,-79.5554,Grove Winery & Vineyards,27249,NC
6322,West Palm Beach,26.7336,-80.0864,Myla Brew,33401,FL
6323,Brea,33.913242,-117.889408,BJ's Restaurant and Brewhouse,92821,CA
6324,Jacksonville,30.430204,-81.64763,Budweiser Brewery Tours,32218,FL
6325,Roseburg,43.224354,-123.354904,Two Shy Brewing,97470,OR
6326,Whitefish,48.41162147,-114.336927,The Great Northern Brewing Company,59937,MT
6327,Phoenix,33.377881,-112.06673,Fry's Food and Drug,85042,AZ
6328,Gastonia,45.72008484,8.601002066,Fabbrica della Birra,28053,NC
6329,Saint Charles,41.913203,-88.315761,Home Brew Shop,60174,Valley View
6330,Oceanside,33.19504,-117.379385,"Black Sheep Brewery, Inc.",92054,CA
6331,Corvallis,44.561324,-123.261051,Oregon Trail Brewery,97333,OR
6332,Blue Ridge,34.868139,-84.322558,Black Bear Bier Garte,30513,GA
6333,Middletown,41.57215,-72.657906,Stubborn Beauty Brewing,6457,CT
6334,Sparks,39.53475,-119.75418,Great Basin Brewing Co.,89431,Happy Valley
6335,Saint Charles,38.76663996,-90.48398716,The Circle Bar,63301,Kampville
6336,Miami,25.645782,-80.337371,Bj's Restaurant and Brewhouse,33176,Richmond Heights
6337,Snoqualmie Pass,47.4211,-121.41296,Dru Bru,98068,Hyak
6338,Kennebunk,43.397217,-70.52864,Sebago Brewing Company,4043,ME
6339,Hopkins,44.924473,-93.409993,Ltd Brewing,55343,Minnetnka Mls
6340,Seattle,47.650172,-122.332007,Precept Brands Llc,98103,Wallingford
6341,Bellingham,48.753278,-122.484875,Chuckanut Brewery & Kitchen,98225,Fairhaven
6342,Kennesaw,34.040093,-84.616514,Burnt Hickory Brewery,30144,GA
6343,New York,40.723063,-73.99698,Brew P R E Q Llc,10012,Ny City
6344,Toledo,41.676637,-83.539702,Marteds Cafe Inc,43608,OH
6345,Houghton,47.12219,-88.5670008,Library Restaurant and Brewery,49931,MI
6346,Brewer,44.798763,-68.756618,Hewes Custom Fiberglass Inc,4412,ME
6347,Chicopee,54.68010221,25.28609974,Bambalynė,1013,MA
6348,Houston,29.857182,-95.569185,Ken's Beverage Southwest,77041,TX
6349,Juneau,58.363677,-134.576567,Gourmet Alaska,99801,AK
6350,Spokane,47.658756,-117.41199,Black Label Brewing Co,99201,WA
6351,Lansing,42.595279,-76.571941,Rogue's Harbor Inn,14882,NY
6352,Richmond,44.087823,-69.801872,Richmond Home Brew Supply Llc,4357,ME
6353,Stillwater,45.05810754,-92.80651331,Maple Island Brewing Company,55082,Oak Park Hts
6354,New York,40.760717,-73.96862,Midnight Oil Co,10022,NY
6355,Colorado Springs,38.833013,-104.837722,Cerberus Brewing Co,80905,Co Spgs
6356,Charlotte,42.56236493,-84.83630864,Charlotte Brewing Co.,48813,MI
6357,Wenatchee,47.425788,-120.311902,Jt Educational Consultants,98801,Grant Road Addition
6358,Hinesville,60.819653,23.768541,Royal Manor Brewery,31310,GA
6359,Bakerstown,40.659508,-79.933861,Tavern On,15007,PA
6360,Houston,29.7491,-95.4566,Anheuser-busch Inc,77027,TX
6361,Kansas City,39.107181,-94.623895,Sammy's Tavern,66101,KS
6362,Chula Vista,32.600999,-117.081229,Feria Maya,91911,CA
6363,Waukesha,43.0114,-88.2307,Remington Watson Smith Brewing,53186,WI
6364,Oxford,41.47414641,-73.15207172,Black Hog Brewing Co.,6478,CT
6365,Ouray,38.02410873,-107.6715723,Ourayle House Brewery,81427,CO
6366,Hickory,35.72119,-81.387226,Amos Howard's Restaurant,28602,Longview
6367,Riverside,33.98414,-117.373126,B C T Brewing Project,92501,CA
6368,Atco,39.761609,-74.887669,Amalthea Cellars Farm Winery,8004,West Atco
6369,Chicago,41.965305,-87.675562,Brew Camp Inc,60640,IL
6370,Pottsville,40.68481,-76.193687,Yuengling's Brewery Msm & Gift,17901,Buck Run
6371,Yonkers,9.932216,-84.23165,Costa Rica's Craft Brewing Co. - Moved,10701,NY
6372,Largo,27.883268,-82.812693,Sundown Saloon,33774,FL
6373,Vashon,47.4297,-122.496,Vashon Winery,98070,Vashon Island
6374,Port Angeles,48.094879,-123.298727,Olympic Cellars,98362,Fairholm
6375,Egg Harbor Township,39.41997,-74.616105,Stromfield Tuckahoe Brewing,8234,Bargaintown
6376,Melbourne Beach,28.058323,-80.559861,Beach Brew Inc,32951,FL
6377,Springdale,36.206562,-94.133636,Core Brewing & Distilling Co,72764,Fayetteville
6378,Portsmouth,43.07893,-70.759527,A and G Homebrew Supply,3801,NH
6379,Collinsville,36.36479872,-95.83776618,Silver Dollar Cafe,74021,OK
6380,Lodi,38.145925,-121.247946,St Amant Winery,95240,CA
6381,Coxsackie,52.46460907,13.43597889,Brauhaus Rixdorf,12051,NY
6382,Eureka,40.80309939,-124.1646974,Lost Coast Brewery,95501,CA
6383,Champaign,40.10971,-88.23204,Joe's Brewery,61820,IL
6384,Niagara Falls,43.08838,-79.03329,Joanns Village Gate,14303,NY
6385,Lafayette,40.41903469,-86.89045345,Dt Kirby's,47901,IN
6386,Statesville,35.789443,-80.924673,Star Milling Co,28677,Celeste Hinkle
6387,Tampa,27.9551513,-82.33280342,Tampa Beer Works,33619,FL
6388,Fort Worth,32.752302,-97.373691,Sandidge & Lopez Inc,76107,TX
6389,Washington,38.919258,-76.971357,Brewery & Beverage Drivers,20018,DC
6390,Long Beach,33.75965,-118.148026,Belmont Brewing Company,90803,Naples
6391,Jobstown,41.40822487,2.170302821,Cafe-te-ria,8041,NJ
6392,Allentown,40.59370359,-75.47322568,Hijinx Brewing Company,18103,PA
6393,Milwaukee,43.024536,-87.918311,Camacho's Bar,53204,WI
6394,Philadelphia,40.0355,-75.081401,Mccurran Tavern,19149,PA
6395,Bonita Springs,26.33146,-81.789762,Momentum Brewhouse,34135,FL
6396,Verona,40.484255,-79.853613,Strange Brew Inc,15147,PA
6397,Lambertville,40.36746,-74.94735,River Horse Brewery,8530,NJ
6398,Williston,44.447831,-73.126008,Burlington Beer Co,5495,VT
6399,Berrien Springs,41.94407744,-86.43476884,Cultivate Brewing Company,49103,MI
6400,Milwaukee,43.089861,-88.000555,Ricochette On In,53216,WI
6401,Aptos,36.985389,-121.91277,Aptos Vineyard,95003,Seacliff
6402,Anacortes,48.519374,-122.61286,Anacortes Brewery,98221,Guemes
6403,Seattle,47.580437,-122.406218,West Seattle Brewing Co,98116,WA
6404,Paso Robles,35.649284,-120.801333,Adelaida Cellars Inc,93446,Heritage Rnch
6405,Dundalk,39.27234,-76.51403,Howard's Pub & Deli,21222,MD
6406,Phoenix,33.653983,-112.099906,Fry's Food and Drug,85023,AZ
6407,Mesa,33.378996,-111.833412,Stainless Brewing Llc,85210,AZ
6408,Phoenix,33.416099,-112.047826,Quick Dispensary,85040,AZ
6409,Missouri City,29.628464,-95.539214,Fort Bend Brewing Co,77489,TX
6410,Homestead,40.409489,-79.915111,Rock Bottom Restaurant & Brewery,15120,West Homestead
6411,Abilene,32.444595,-99.726944,Pappy Slokum's Brewery,79602,TX
6412,Wyoming,42.883583,-85.70822,Kitzingen Brewery,49519,MI
6413,Tinley Park,41.558537,-87.79194,350 Brewing,60477,IL
6414,Novato,38.09434,-122.55657,Moylan's Brewery & Restaurant,94945,San Marin
6415,Milburn,45.16627,6.4265,Galibier Brewery,73450,OK
6416,Henrico,37.627021,-77.533775,Total Wine & More,23294,VA
6417,Poulsbo,47.73347,-122.64588,Slippery Pig Brewery,98370,WA
6418,Winter Park,39.92374184,-105.7863006,The Library Sports Grille & Brewery,80482,CO
6419,South Beach,44.62026,-124.05241,Rogue Nation Brewery Spirits,97366,OR
6420,Kingston,41.931612,-74.012035,Keegan Ales,12401,St Remy
6421,Southampton,40.89030833,-72.39275889,Southampton Publick House,11968,South Hampton
6422,Knoxville,45.75496,12.17555,Micro-brewery - Ivan Borsato Birraio,31050,GA
6423,Santa Rosa Beach,30.31012,-86.09924,Emerald Coast Pedal Tours,32459,Santa Rsa Bch
6424,Pacific City,45.215176,-123.970352,Pelican Brewing Company,97135,OR
6425,Burlington,44.47655,-73.21253,Burlington Brew Tours,5401,Burl
6426,Seattle,47.592094,-122.33488,Pyramid Brewery and Alehouse,98134,WA
6427,Barnegat Light,41.3986,2.15462,La Birreria,8006,NJ
6428,Charlestown,42.375862,-71.0594,New England Brewery Tours,2129,MA
6429,Campbell,37.28892988,-121.934245,Rockbottom,95008,CA
6430,Whiting,41.6794814,-87.49519157,Bulldog Brewing Company,46394,IN
6431,Healdsburg,38.6575115,-122.9487062,Michel-schlumberger Winery Estate,95448,CA
6432,Rocky Mount,35.95764,-77.80148,Koi Pond Brewing Company,27804,NC
6433,Morrisville,44.56982387,-72.60322607,Lost Nation Brewery,5661,Cadys Falls
6434,Brewer,44.77673,-68.73217,Peoples Heritage Bank - Banking Centers,4412,ME
6435,Flagstaff,35.202521,-111.618247,Wanderlust Brewing Co,86004,AZ
6436,Magnolia,39.8622391,-75.03835776,Lunacy Brewing Company,8049,NJ
6437,Newark,40.781361,-74.156906,Petracca Philip,7104,NJ
6438,Grand Junction,39.08531664,-108.5520083,Kannah Creek Brewing Company,81501,CO
6439,Oyster Bay,40.87315,-73.53041,Oyster Bay Brewing Company - Closed,11771,Cove Neck
6440,Winona,44.050948,-91.636484,Bub's Brewing Co,55987,Pickwick
6441,Pittsburgh,40.482248,-79.95204,Full Pint Brewing Co,15201,Pitt
6442,Williamsport,41.247037,-76.990634,Diamond Drinks Inc,17701,Center City
6443,Hyattsville,38.909282,-76.902913,Pepsi Bottling Group,20785,N Englewood
6444,Tucson,32.24656,-110.99348,1912 Brewing Co.,85745,AZ
6445,State College,40.80888426,-77.89915395,At&t,16803,PA
6446,Bridgewater,37.47516432,126.9816074,Bronx,8807,NJ
6447,Los Angeles,34.075733,-118.344824,Susina Bakery,90036,Miracle Mile
6448,Lafayette,40.43762132,-86.88658209,People's Brewing Company,47904,IN
6449,Dundee,45.285086,-123.059913,Erath Winery,97115,OR
6450,Longview,46.1578,-122.9809,Brew Express,98632,WA
6451,Colorado Springs,38.826494,-104.823725,Fieldhouse Brewing Co,80903,Co Spgs
6452,Kittery,43.09591,-70.75206,Blue Current Brewery,3904,ME
6453,Poulsbo,47.734938,-122.646412,Valholl Brewing Co Llc,98370,Central Valley
6454,Minnetonka,44.89536454,-93.44967434,Lucid Brewing,55345,MN
6455,Bakersfield,35.38643079,-119.1094885,Lengthwise Pub,93312,CA
6456,Memphis,35.031909,-89.890536,Blues City Brewery Llc,38118,Mphs
6457,Millington,35.31035,-89.952865,Old Millington Winery,38053,Cloverdale
6458,Santee,32.83201835,-116.979548,Butcher's Brewing,92071,CA
6459,Valdosta,30.8142,-83.327101,Coca-cola Refreshments,31601,Remerton
6460,Long Beach,33.757103,-118.133204,Pomona Place,90803,Naples
6461,Huntersville,35.444348,-80.879599,Total Wine & More,28078,Hicks Crossroads
6462,Binghamton,42.09902348,-75.91377705,Galaxy Brewing Company,13901,Kattelville
6463,Minot,48.232594,-101.279589,Coca-cola Bottling Co,58701,Ruthville
6464,Derry,42.889472,-71.33315,Kelsen Brewing Company,3038,NH
6465,Grand Ledge,42.753908,-84.745222,Barn Tavern The,48837,MI
6466,Albany,44.639015,-123.09358,Calapooia Brewing Company,97321,OR
6467,Mandeville,30.360596,-90.063343,Old Rail Brewing Co,70448,Lewisburg
6468,Hermann,38.706139,-91.431327,Hemannhof Winery,65041,Swiss
6469,Leesburg,39.1122911,-77.56309777,Crooked Run Brewery,20175,VA
6470,Plant City,28.047535,-82.1878,Two Henrys Brewing Company Tasting Room,33565,FL
6471,Tuscaloosa,33.19996653,-87.54502999,Druid City Brewing Co,35401,AL
6472,New Orleans,29.964341,-90.200188,Pepsi Beverages Co,70123,River Ridge
6473,Annapolis,38.98148835,-76.54180169,Gordon Biersch Brewery Restaurant,21401,MD
6474,Universal City,34.134375,-118.351393,Karl Strauss Brewing Co,91608,Universal Cty
6475,Dillon,39.57621,-106.094964,Breckenridge Brewery-brcknrdg,80435,CO
6476,Mount Vernon,48.431705,-122.36964,North Sound Brewing Company,98273,WA
6477,Napoleon,44.18767,12.126365,Mascaobio,47034,IN
6478,Mcallen,26.195129,-98.25944,Bj's Restaurant & Brewhouse,78501,TX
6479,Milwaukee,43.060751,-87.926817,Big Larry's,53206,WI
6480,Wilkes Barre,41.23862472,-75.856689,Pa Wine & Spirits,18702,City Of Wb
6481,Placerville,38.794939,-120.691493,Solar Control Tinting,95667,CA
6482,Haltom City,32.782522,-97.270636,Texas Brewing Inc,76117,N Richland Hills
6483,Fayetteville,36.088094,-94.165048,Fossil Cove Brewery,72703,AR
6484,Newport,39.094917,-84.494187,Hofbrauhaus Newport,41071,Wilder
6485,Charlottesville,38.027763,-78.47846,Champion Brewing Company,22902,VA
6486,Saint Paul,45.08503721,-93.00682587,The Alchemist,55110,Vadnais Hts
6487,Owings,38.68299,-76.61849,Scorpion Brewing,20736,MD
6488,Fredericksburg,30.268727,-98.872582,Fischer & Wieser Spec Foods,78624,Blumenthal
6489,Nevada City,39.262204,-121.019866,Nevada City Winery,95959,Graniteville
6490,Crystal Lake,42.24558,-88.3161,Crystal Lake Brewing Company,60014,Lakewood
6491,Providence,41.83638,-71.40964,High Spirits Liquors,2904,No Providence
6492,Osseo,45.094782,-93.443473,Total Wine & More,55369,Hassan
6493,Phoenix,33.538479,-112.097777,Coinstar,85021,AZ
6494,Traverse City,44.74958889,-85.61942817,Right Brain Brewery,49684,MI
6495,Skagway,59.45643965,-135.3130674,Skagway Brewing Co.,99840,AK
6496,Plattsburgh,44.696138,-73.45258,Big Apple Audio & Car Customizing,12901,South Plattsburgh
6497,Syracuse,43.048106,-76.154702,Empire Brewing Co,13202,NY
6498,Saint Cloud,45.553491,-94.198865,Nitro Brew & Hobby,56301,MN
6499,Tampa,27.982616,-82.458626,Florida Avenue Brewing Company,33603,FL
6500,Dunnell,43.71635,10.404118,Millibar Cocktails,56127,MN
6501,Petaluma,38.23483058,-122.6391068,Dempsey's Restaurant & Brewery,94952,Fallon
6502,Pittsburgh,40.426996,-79.988332,Black & Gold Beer Warehouse,15203,Pitt
6503,Jacksonville,30.49063193,-81.68598829,Budweiser Track Bar And Grill (JAX),32218,FL
6504,West Palm Beach,26.704662,-80.07891,The Accomplice Ciderworks and Brewery,33409,FL
6505,Lincoln,40.87721562,-96.72700156,Schillingbridge Cork & Tap House,68521,NE
6506,Williams,35.25026,-112.18913,Grand Canyon Brewing Company,86046,AZ
6507,Glendale,33.63985556,-112.2023523,Dubina Brewing Co.,85308,AZ
6508,Philadelphia,40.05878,-75.086582,Princeton Tavern Inc,19111,PA
6509,Garland,32.888546,-96.68146,Lakewood Brewery,75041,TX
6510,Blossburg,41.67981,-77.06501,Brick Tavern The,16912,PA
6511,Richmond,29.611921,-95.74377,Texian Brewing Co.,77406,TX
6512,Woodson,19.047545,-98.235559,The Beer Company,72180,AR
6513,Steamboat Springs,40.501596,-106.856733,Butcherknife Brewing Company,80487,CO
6514,Memphis,35.147388,-90.020151,Genesis Home For The Homeless,38105,Mphs
6515,Livonia,42.368803,-83.34256,Wine Barrel Hydroponics Beer,48150,MI
6516,Breinigsville,40.56192,-75.642166,Vynecrest Winery,18031,PA
6517,Mckinleyville,40.947635,-124.101,Humboldt Regeneration,95519,CA
6518,Allentown,40.619694,-75.43112,Mahoney's Irish Pub,18109,PA
6519,Missoula,46.850096,-114.062243,Highline Tinting And Auto Glass,59804,MT
6520,Brockton,42.052145,-71.053235,Concord Foods Inc,2301,MA
6521,Chelmsford,42.58231,-71.38911,Liquid Ice Frozen Beverage,1824,MA
6522,East Weymouth,42.19298,-70.924349,Brady Enterprises Inc,2189,MA
6523,Fort Worth,32.8333,-97.3431,Pepsi Bottling Group,76106,TX
6524,Huntington Beach,33.716187,-117.97309,Opm Restaurant & Lounge,92647,CA
6525,Groton,41.368457,-72.069915,Grand Wine & Spirit Shop Ii,6340,Center Groton
6526,Loveland,40.4077239,-105.1144095,Big Beaver Brewing Co,80537,CO
6527,Milford,42.58923,-74.9402,Cooperstown Brewing Company,13807,NY
6528,Long Island City,13.896108,100.52904,Chit Beer,11120,NY
6529,Corvallis,44.568011,-123.275033,Mcmenamins On Monroe,97330,OR
6530,Phoenix,33.581147,-112.012906,Arizona Air Boutique,85028,AZ
6531,Seattle,47.454609,-122.254149,Total Wine & More,98188,Duwamish
6532,Brewer,44.77199,-68.78036,Quality Cash Register Co,4412,ME
6533,Chicago,41.897453,-87.62581,Second City Tours,60611,Ontario Street
6534,San Luis Obispo,35.27915117,-120.6633957,Slo Brew,93401,CA
6535,Butte,46.01237,-112.526596,Butte Brewing Company,59701,MT
6536,Louisville,38.248793,-85.607607,Bj's Restaurant & Brewhouse,40222,Crossgate
6537,Salida,38.53504174,-105.9918297,Amica's Wood Fired Pizza & Microbrews,81201,Maysville
6538,Norwich,42.552514,-75.525854,American Homesteader Llc,13815,Kings Settlement
6539,Fredericksburg,30.223297,-98.735434,Bell Mountain Wine Tasting Rm,78624,Blumenthal
6540,Jacksonville,30.318962,-81.69568,Bold City Brewery,32204,FL
6541,Great Falls,47.51028052,-111.3161613,The Front Brewing Company,59404,MT
6542,San Diego,32.707217,-117.151551,Mission Brewery,92101,CA
6543,Tampa,27.98616652,-82.45157221,Southern Brewing,33603,FL
6544,Austin,30.223611,-97.769667,512 Brewing Co,78745,TX
6545,Eau Claire,44.81664,-91.49649,Lazy Monk Brewing,54703,WI
6546,Hillsboro,45.563578,-122.920928,Main Street Home Brew Supply,97124,Orenco
6547,Minneapolis,44.948677,-93.26074,Eastlake Brewery Tavern,55407,MN
6548,Manhattan,39.197475,-96.50928,Tallgrass Brewing Company,66502,KS
6549,Oxon Hill,38.78418548,-77.01477425,Granite City Food & Brewery,20745,National Harbor
6550,Media,39.91809951,-75.3978669,Sterling Pig Brewery,19063,Glen Riddle
6551,Amity,45.13558,-123.20357,Kristen Hill Winery,97101,OR
6552,Orange Park,30.18909007,-81.73970013,Brewers Pizza,32073,FL
6553,Bridgeville,40.374789,-80.094646,A-plus Quality Window Tint,15017,PA
6554,Chicago,41.711001,-87.681586,Bev Art Brewer and Wine Maker,60643,IL
6555,Bellevue,47.626507,-122.16605,Bellevue Brewing Company,98005,WA
6556,Virginia Beach,36.78758,-76.06016,Reaver Beach Brewing,23453,VA
6557,Bremen,38.040613,-1.148697,Lizarran,30110,GA
6558,Notre Dame,41.6961794,-86.23495638,Legends of Notre Dame,46556,IN
6559,Healy,63.86386086,-149.016667,49th State Brewing Co.,99743,AK
6560,Battle Ground,45.77523395,-122.5234465,Northwood Public House & Brewery,98604,WA
6561,Austin,30.38236983,-97.71990029,Adelbert's Brewery,78758,TX
6562,Webbville,56.20727,24.723034,Rinkuskiai Brewery,41180,KY
6563,Tempe,33.356537,-111.964474,Huss Brewing Co Llc,85283,AZ
6564,Homer,59.64703,-151.525711,Brew Shop,99603,Halibut Cove
6565,Henderson,36.056609,-115.048332,Total Wine & More,89014,NV
6566,Berkeley Springs,39.60423,-78.23752,Berkeley Springs Brewing Co,25411,Unger
6567,Fremont,37.502724,-121.954898,Jp Das Brew,94538,CA
6568,Falls Church,38.886268,-77.177066,Mad Fox Brewing Co Llc,22046,VA
6569,Salt Lake City,40.78553754,-111.9801986,Terminal 1,84116,UT
6570,Crystal Lake,42.248314,-88.326927,Brew & Grow,60014,Lakewood
6571,Pocatello,42.893958,-112.451377,Jamba Juice,83201,Tyhee
6572,Ambridge,43.37105,-8.40252,A Cova Celtica,15003,PA
6573,Anaheim,33.815422,-117.886539,Coca-Cola Refreshments,92806,CA
6574,Placentia,33.861379,-117.879999,Bruery Provisions,92870,CA
6575,Laguna Niguel,33.567718,-117.714861,Board & Brew,92677,CA
6576,San Juan Capistrano,33.535827,-117.673575,Matador Concepts,92675,CA
6577,Aliso Viejo,33.574492,-117.723426,Stadium Brewing Company,92656,CA
6578,Los Olivos,34.666726,-120.11496,Epiphany Cellars,93441,CA
6579,Los Olivos,34.686999,-120.155452,Firestone Vineyard,93441,CA
6580,Lompoc,34.652144,-120.300423,Foley Estates Winery,93436,CA
6581,Santa Maria,34.931438,-120.434825,John Kerr Wines,93456,CA
6582,Littleton,39.56612,-104.93783,Blue Spruce Brewery,80122,CO
6583,Middleburgh,42.597965,-74.33508,Green Wolf Brewing Company,12122,Huntersland
6584,Milwaukee,43.049543,-87.98442,Milw Recharging Service Inc,53208,WI
6585,Des Moines,41.631416,-93.70115,Flix Brewhouse,50310,IA
6586,Baltimore,39.320595,-76.60457,Cloverland Green Spring Dairy,21218,MD
6587,Fairhope,30.516378,-87.884834,Fairhope Brewing Company,36532,AL
6588,Athens,39.3315465,-82.09036536,Jackie O's Taproom & Production Brewery,45701,OH
6589,San Diego,32.742987,-117.185717,Acoustic Ales Brewing Experiment,92110,CA
6590,Bonita Springs,26.371287,-81.793307,Brew Crew LLC,34135,FL
6591,Earl,40.45056,-3.70896,Compania de Cervezas del Valle del Kahs,28038,NC
6592,Flagstaff,35.189783,-111.676114,Kalil Bottling Co.,86001,AZ
6593,Ketchum,43.68264626,-114.3659592,Sawtooth Brewery,83340,ID
6594,Lake Zurich,42.203187,-88.075012,Black Belt Brewing,60047,Kildeer
6595,Napa,38.259062,-122.273134,Delectus Winery,94558,CA
6596,Boulder,40.07386198,-105.2022923,Finkel & Garf Brewing Co.,80301,CO
6597,Pataskala,39.9993,-82.6987,Broad Street Tavern,43062,OH
6598,Winston Salem,36.04585111,-80.3228094,Foothills Brewing Company,27103,Hanes
6599,Gilford,43.579618,-71.413219,Samuel Adams Brewhouse,3249,NH
6600,Gowanda,42.4625,-78.9358,Jamestown Street Tavern,14070,NY
6601,Hillsborough,43.141661,-71.9158,Mash Note Beer Co Llc,3244,Windsor
6602,Hampton,42.939676,-70.805116,Tuckerman & Tamalpais Llc,3842,NH
6603,Raleigh,35.880581,-78.645997,Rush Lounge,27615,NC
6604,Scottsdale,33.628797,-111.891,Ice Breakers Restaurant & Brewery,85260,AZ
6605,Spokane,47.678399,-117.276619,One Tree Hard Cider,99206,City Of Spokane Valley
6606,Puyallup,47.231035,-122.294676,Nightside Distillery,98371,Firwood
6607,Cincinnati,39.246091,-84.382848,Coca-cola Ent Bottling Co,45242,Hazelwood
6608,Franklin,35.96022,-86.801215,Dan Mcguinness Irish Pub,37067,TN
6609,Aberdeen,37.25359261,-6.955905,El Rey del Barril,21001,MD
6610,Encinitas,33.053349,-117.296948,Board & Brew,92024,Olivenhain
6611,Atlanta,33.858607,-84.341142,Total Wine & More,30319,North Atlanta
6612,Lubbock,33.563179,-101.888918,Ollie's Liquor,79410,TX
6613,Dallas,32.814824,-96.828245,Kroger Fresh Fare,75235,TX
6614,Sumner,47.235561,-122.24773,Parliament Distillery Llc,98390,Dieringer
6615,Garden City,43.645002,-116.271301,Crooked Fence Brewery,83714,Hidden Springs
6616,Dunnell,43.71614114,10.40368827,Il Crudo Panineria,56127,MN
6617,American Canyon,38.190829,-122.274542,Amcan Beverages Inc,94503,CA
6618,Greeley,40.42021,-104.74041,Brewery Latino El,80634,CO
6619,Erie,40.05167,-105.048498,Industrial Revolution Brewing,80516,CO
6620,Greeley,40.423314,-104.709132,Smiling Moose Brew Pub & Grill,80631,CO
6621,Greeley,40.428475,-104.690657,Weldwerks Brewing Co,80631,CO
6622,Boulder Creek,37.12316,-122.1216,Boulder Creek Brewery & Cafe,95006,CA
