,PostalCode,Median_Income,Population,Median_age,Keydemo_per
17457,3110,135021.0,22535,43.9,0.1299755935211892
17458,3215,105000.0,186,53.9,0.032258064516129
17459,3216,76618.0,2477,41.6,0.1622930964876867
17460,3217,46184.0,2017,37.6,0.1819533961328706
17461,3218,59417.0,963,45.5,0.0716510903426791
17462,3220,71541.0,7563,44.1,0.174137247124157
17463,3221,66528.0,2095,47.2,0.1494033412887828
17464,3222,64167.0,5896,46.4,0.1808005427408412
17465,3223,60625.0,3373,47.6,0.1983397568929736
17466,3224,85625.0,2339,47.4,0.1577597263787943
17467,3225,75536.0,3673,42.0,0.1856792812414919
17468,3226,76528.0,1056,53.3,0.1505681818181818
17469,3227,82875.0,1040,59.4,0.1057692307692307
17470,3229,88854.0,5691,49.1,0.1201897733263046
17471,3230,63083.0,1222,46.3,0.1268412438625204
17472,3231,81667.0,305,51.8,0.1540983606557377
17473,3233,,127,61.6,0.2047244094488189
17474,3234,78622.0,4722,44.9,0.1772554002541296
17475,3235,52860.0,8762,47.9,0.15053640721296502
17476,3237,76450.0,2372,47.4,0.1298482293423271
17477,3238,,109,44.8,0.2018348623853211
17478,3240,61429.0,1362,46.7,0.1828193832599119
17479,3241,66250.0,756,61.3,0.1005291005291005
17480,3242,79867.0,4962,36.2,0.2462716646513502
17481,3243,80292.0,920,50.1,0.1304347826086956
17482,3244,80174.0,7652,45.9,0.1395713538944067
17483,3245,62589.0,2054,48.2,0.1299902629016553
17484,3246,57771.0,16460,46.4,0.184325637910085
17485,3249,84500.0,7169,47.8,0.1495327102803738
17486,3251,52857.0,945,55.5,0.2433862433862433
17487,3253,63359.0,6347,50.5,0.1707893492988813
17488,3254,71429.0,4116,54.5,0.1489310009718173
17489,3255,101528.0,2176,53.1,0.1346507352941176
17490,3256,68438.0,2272,49.9,0.1192781690140845
17491,3257,91471.0,4495,42.0,0.2011123470522803
17492,3258,95114.0,2667,44.2,0.1694788151481064
17493,3259,56944.0,393,59.8,0.1577608142493638
17494,3260,101875.0,757,54.9,0.0845442536327609
17495,3261,90605.0,4335,44.3,0.1753171856978085
17496,3262,57463.0,826,51.2,0.2251815980629539
17497,3263,55594.0,4112,44.0,0.121352140077821
17498,3264,54856.0,7290,34.6,0.1806584362139917
17499,3266,54904.0,2152,48.6,0.1477695167286245
17500,3268,83594.0,1270,51.7,0.1700787401574803
17501,3269,89097.0,2908,48.8,0.124828060522696
17502,3273,108750.0,310,36.8,0.164516129032258
17503,3275,75420.0,11577,40.7,0.1807894964153062
17504,3276,56685.0,8268,43.4,0.2017416545718432
17505,3278,75938.0,2946,42.5,0.2080787508486082
17506,3279,48750.0,765,52.7,0.1895424836601307
17507,3280,78224.0,1199,52.2,0.1009174311926605
17508,3281,94181.0,9031,41.6,0.1812645332742775
17509,3282,67292.0,889,53.0,0.2035995500562429
17510,3284,76932.0,832,50.3,0.1358173076923076
17511,3285,67277.0,2499,44.0,0.14885954381752695
17512,3287,85000.0,1550,51.8,0.1632258064516129
17513,3290,97216.0,4965,44.5,0.112588116817724
17514,3291,,109,6.3,0.2293577981651376
17515,3293,,300,13.7,0.2766666666666666
17516,3301,65663.0,33162,40.9,0.2337313792895483
17517,3303,74000.0,15849,41.5,0.1918733043094201
17518,3304,122034.0,7880,44.0,0.1007614213197969
17519,3307,72311.0,5534,49.7,0.1440187929165161
17520,3431,56872.0,25148,37.7,0.2396214410688723
17521,3440,76500.0,3147,39.6,0.1553860819828408
17522,3441,34028.0,154,57.6,0.1688311688311688
17523,3442,60000.0,1510,35.8,0.2774834437086093
17524,3443,71206.0,425,34.9,0.2188235294117647
17525,3444,83958.0,1448,52.4,0.1111878453038674
17526,3445,72375.0,797,43.4,0.1894604767879548
17527,3446,71522.0,5994,49.9,0.1885218551885218
17528,3447,62500.0,2364,50.3,0.1607445008460236
17529,3448,70417.0,804,47.2,0.1592039800995024
17530,3449,69297.0,1751,56.6,0.0639634494574528
17531,3450,76806.0,927,57.7,0.087378640776699
17532,3451,63669.0,3911,47.1,0.1214523139861927
17533,3452,63739.0,5283,44.2,0.1995078553851978
17534,3455,71136.0,2417,44.2,0.1559784857261067
17535,3456,65893.0,829,43.4,0.1326899879372738
17536,3457,82500.0,826,44.9,0.1707021791767554
17537,3458,85000.0,7022,52.2,0.1194816291654799
17538,3461,81737.0,6054,31.0,0.2107697390155269
17539,3462,111750.0,1326,45.5,0.0663650075414781
17540,3464,75455.0,1042,49.7,0.1669865642994241
17541,3465,58021.0,2002,43.2,0.1648351648351648
17542,3466,92472.0,1856,50.5,0.1400862068965517
17543,3467,89583.0,1590,54.1,0.1572327044025157
17544,3470,54097.0,5155,40.5,0.2001939864209505
17545,3561,40259.0,5920,50.0,0.1717905405405405
17546,3570,39130.0,10221,42.3,0.2148517757557969
17547,3574,55556.0,2569,52.3,0.1580381471389645
17548,3575,,68,22.2,0.4264705882352941
17549,3576,43814.0,2804,54.5,0.1180456490727532
17550,3579,50250.0,307,60.2,0.013029315960912
17551,3580,74375.0,1408,58.7,0.1598011363636363
17552,3581,59290.0,3054,54.8,0.1090373280943025
17553,3582,45492.0,2530,45.9,0.1652173913043478
17554,3583,55625.0,850,54.8,0.1317647058823529
17555,3584,55167.0,3673,44.6,0.1565477811053634
17556,3585,58696.0,2832,46.1,0.1790254237288135
17557,3586,87857.0,636,58.1,0.0440251572327044
17558,3588,60000.0,1638,48.9,0.1819291819291819
17559,3590,37500.0,901,49.4,0.1098779134295227
17560,3592,44611.0,1064,58.0,0.1165413533834586
17561,3593,84000.0,376,59.8,0.125
17562,3595,63229.0,704,55.8,0.1207386363636363
17563,3597,32917.0,452,59.7,0.1570796460176991
17564,3598,50938.0,3166,51.7,0.1187618445988629
17565,3601,70938.0,423,55.6,0.1087470449172576
17566,3602,63304.0,2465,48.1,0.163894523326572
17567,3603,49700.0,5318,48.1,0.1556976306882286
17568,3604,158269.0,123,49.1,0.1707317073170731
17569,3605,70625.0,928,47.6,0.0948275862068965
17570,3607,64643.0,392,58.7,0.1454081632653061
17571,3608,71207.0,2981,47.5,0.1717544448171754
17572,3609,110250.0,832,35.6,0.2235576923076923
17573,3740,69196.0,712,53.7,0.1306179775280899
17574,3741,75659.0,4043,45.2,0.1961414790996784
17575,3743,48283.0,13681,42.7,0.2189898399239821
17576,3745,81012.0,1550,52.0,0.0948387096774193
17577,3746,104167.0,233,62.2,0.0128755364806866
17578,3748,88041.0,4866,45.1,0.1882449650637073
17579,3750,162083.0,1037,36.0,0.1427193828351012
17580,3751,,468,43.9,0.1987179487179487
17581,3752,59583.0,702,46.5,0.1296296296296296
17582,3753,106094.0,2869,50.0,0.0752875566399442
17583,3754,,51,38.1,0.0
17584,3755,123250.0,10595,24.0,0.3145823501651723
17585,3765,66055.0,609,52.2,0.0
17586,3766,70268.0,9388,39.1,0.277907967618236
17587,3768,112625.0,1852,46.7,0.1160907127429805
17588,3770,97500.0,531,21.0,0.1657250470809793
17589,3771,70000.0,942,46.0,0.1857749469214437
17590,3773,58760.0,7858,45.1,0.1747263934843471
17591,3774,50018.0,1954,50.9,0.1647901740020471
17592,3777,73636.0,1444,44.0,0.185595567867036
17593,3779,82083.0,868,44.6,0.1278801843317972
17594,3780,55729.0,435,41.3,0.1701149425287356
17595,3781,81875.0,2024,48.8,0.1472332015810276
17596,3782,86445.0,3105,45.7,0.1320450885668277
17597,3784,56921.0,4109,37.8,0.2852275492820638
17598,3785,46442.0,2358,42.7,0.2056827820186599
17599,3801,85000.0,22488,40.5,0.2609836357168267
17600,3809,79653.0,3524,46.9,0.0874006810442678
17601,3810,94018.0,1779,57.2,0.0370994940978077
17602,3811,118712.0,6952,48.6,0.1248561565017261
17603,3812,43319.0,596,62.4,0.0201342281879194
17604,3813,64069.0,2663,52.2,0.1141569658280135
17605,3814,43947.0,2315,49.3,0.0997840172786177
17606,3816,62411.0,1506,50.1,0.1693227091633466
17607,3817,,931,50.5,0.0526315789473684
17608,3818,52051.0,3845,39.0,0.1664499349804941
17609,3819,91694.0,4496,44.0,0.1305604982206405
17610,3820,71556.0,31629,36.1,0.2857504189193461
17611,3823,126667.0,1849,41.0,0.1471065440778799
17612,3824,81995.0,16481,20.8,0.3971846368545598
17613,3825,97014.0,9245,39.2,0.1670091941590048
17614,3826,74500.0,2250,46.5,0.172
17615,3827,102181.0,3152,47.4,0.1288071065989847
17616,3830,56835.0,1932,54.3,0.2261904761904762
17617,3832,67031.0,299,55.3,0.1471571906354515
17618,3833,88498.0,22116,46.9,0.1471332971604268
17619,3835,70257.0,6930,44.0,0.1571428571428571
17620,3836,70096.0,1349,61.3,0.050407709414381
17621,3837,65577.0,1410,42.9,0.1177304964539007
17622,3838,59541.0,1169,50.2,0.0461933276304533
17623,3839,71053.0,4048,37.6,0.2052865612648221
17624,3840,115417.0,3993,44.9,0.1139494114700726
17625,3841,89595.0,6559,44.8,0.1706052751943894
17626,3842,85585.0,15353,51.4,0.1311795740246206
17627,3844,134425.0,2371,47.3,0.16828342471531
17628,3845,58594.0,1091,56.4,0.2163153070577451
17629,3846,66161.0,884,58.8,0.0916289592760181
17630,3847,81658.0,363,67.4,0.2644628099173554
17631,3848,94473.0,6260,45.5,0.2217252396166134
17632,3849,72560.0,1478,48.2,0.1035182679296346
17633,3850,100221.0,233,69.0,0.0
17634,3851,71308.0,4080,46.8,0.1852941176470588
17635,3852,56750.0,543,47.0,0.2173112338858195
17636,3853,58438.0,474,67.0,0.0970464135021097
17637,3854,136000.0,835,61.6,0.0646706586826347
17638,3855,81250.0,2697,45.7,0.1486837226548016
17639,3856,154375.0,1757,46.8,0.0910643141718838
17640,3857,73734.0,9063,36.3,0.2928390157784398
17641,3858,107319.0,4920,43.7,0.1849593495934959
17642,3860,61157.0,4479,47.2,0.1670015628488501
17643,3861,100170.0,4485,47.8,0.1179487179487179
17644,3862,95694.0,4473,51.9,0.1001564945226917
17645,3864,47464.0,1853,55.3,0.0992984349703184
17646,3865,86659.0,7689,42.1,0.2088698140200286
17647,3867,64340.0,21591,41.9,0.19943494974758
17648,3868,56599.0,5316,45.8,0.169112114371708
17649,3869,74896.0,2522,46.0,0.1871530531324345
17650,3870,122602.0,5293,55.0,0.0950311732476856
17651,3871,,173,67.0,0.1156069364161849
17652,3872,83597.0,3621,48.2,0.1819939243302955
17653,3873,113750.0,6220,41.7,0.1908360128617363
17654,3874,73046.0,8925,50.4,0.1370308123249299
17655,3875,85179.0,1099,52.3,0.1292083712465878
17656,3878,66737.0,11970,36.8,0.2554720133667502
17657,3882,70000.0,1630,41.0,0.1914110429447852
17658,3883,65945.0,334,37.7,0.0538922155688622
17659,3884,94321.0,3958,47.4,0.1616978271854472
17660,3885,109817.0,7386,46.7,0.1188735445437313
17661,3886,42075.0,1680,51.5,0.1553571428571428
17662,3887,73750.0,2076,42.7,0.1960500963391137
17663,3890,61211.0,166,46.4,0.1204819277108433
17664,3894,60898.0,6320,58.5,0.0694620253164556
17665,7001,69849.0,17981,38.9,0.2135031422056615
17666,7002,63947.0,65091,38.0,0.2005039099107403
17667,7003,78034.0,49260,37.7,0.2245432399512789
17668,7004,122063.0,7390,51.5,0.0765899864682002
17669,7005,111946.0,14939,43.5,0.1597831180132539
17670,7006,127921.0,25553,44.8,0.1538762571909364
17671,7008,73347.0,23589,37.1,0.2188732036118529
17672,7009,123768.0,12516,48.1,0.1490092681367849
17673,7010,72633.0,25126,43.0,0.2143596274775133
17674,7011,59519.0,39783,37.0,0.2384938290224467
17675,7012,81361.0,12756,39.8,0.2056287237378488
17676,7013,92312.0,26536,45.6,0.1794166415435634
17677,7014,89349.0,5300,38.8,0.1658490566037735
17678,7016,129781.0,24014,42.9,0.153951861414175
17679,7017,48673.0,36471,34.8,0.2381618272051767
17680,7018,47094.0,27942,35.6,0.2238207715983108
17681,7020,127221.0,12403,36.7,0.2497782794485205
17682,7021,213309.0,2095,45.9,0.0835322195704057
17683,7022,57698.0,14258,37.6,0.2493337073923411
17684,7023,147905.0,7660,40.1,0.1456919060052219
17685,7024,83767.0,37430,46.6,0.1518567993588031
17686,7026,62867.0,31695,36.5,0.2280485881053794
17687,7027,88892.0,4338,38.7,0.2224527431996311
17688,7028,198625.0,7724,39.9,0.1077162092180217
17689,7029,69389.0,19901,33.6,0.2967690065825838
17690,7030,147620.0,53193,31.7,0.4387983381271972
17691,7031,84527.0,15677,41.7,0.1927026854627798
17692,7032,70658.0,41368,38.0,0.212773157996519
17693,7033,93208.0,8161,38.2,0.1868643548584732
17694,7034,86799.0,9143,37.4,0.2295745378978453
17695,7035,98136.0,10487,43.5,0.1796509964718222
17696,7036,72432.0,43845,39.7,0.204401870224655
17697,7039,166629.0,29846,45.5,0.0899282985994773
17698,7040,138870.0,24696,39.6,0.1456511175898931
17699,7041,134732.0,6770,40.9,0.1178729689807976
17700,7042,108708.0,26293,39.8,0.19712470999885895
17701,7043,205735.0,12567,41.6,0.0907933476565608
17702,7044,125000.0,13622,45.6,0.1200998384965497
17703,7045,169095.0,10670,48.0,0.110215557638238
17704,7046,242083.0,4305,43.1,0.0982578397212543
17705,7047,63908.0,61619,38.5,0.217286875801295
17706,7050,43039.0,30302,35.2,0.2251666556662926
17707,7052,105584.0,47342,43.2,0.1789320265303536
17708,7054,99251.0,29144,40.7,0.2200109799615701
17709,7055,40944.0,70090,30.1,0.2165929519189613
17710,7057,68845.0,11540,39.8,0.2285095320623917
17711,7058,132402.0,5109,38.9,0.1657858680759444
17712,7059,170096.0,15689,47.2,0.1233985595002868
17713,7060,58707.0,45520,34.9,0.2383787346221441
17714,7062,69590.0,12745,35.8,0.1642212632404864
17715,7063,65377.0,13589,36.5,0.2038413422621237
17716,7064,89022.0,3864,44.3,0.1304347826086956
17717,7065,78946.0,29543,39.0,0.2178180956571776
17718,7066,109924.0,15735,44.5,0.1987289482046393
17719,7067,113136.0,18205,42.9,0.1832463608898654
17720,7068,129006.0,5834,47.7,0.139698320191978
17721,7069,156408.0,6191,45.6,0.1308350831852689
17722,7070,101473.0,18398,40.0,0.1783889553212305
17723,7071,79985.0,22298,41.6,0.2037402457619517
17724,7072,88827.0,6178,41.7,0.2183554548397539
17725,7073,80896.0,9584,35.7,0.27003338898163604
17726,7074,66976.0,2716,42.0,0.1892488954344624
17727,7075,110625.0,8769,38.8,0.2419888242673052
17728,7076,131630.0,24162,43.8,0.1407582153795215
17729,7077,76813.0,2627,39.2,0.1872858774267225
17730,7078,,13372,41.1,0.0599012862698175
17731,7079,138525.0,16662,34.3,0.2230824630896651
17732,7080,101565.0,23956,40.4,0.1955251294039071
17733,7081,111899.0,17406,42.7,0.1730437780075835
17734,7082,130905.0,5011,43.3,0.1720215525843145
17735,7083,90971.0,55162,41.9,0.2028570392661615
17736,7086,101449.0,14604,37.1,0.2833470282114489
17737,7087,48965.0,68256,36.2,0.2298699015471167
17738,7088,64130.0,3249,48.0,0.1708217913204062
17739,7090,171064.0,29856,42.2,0.0923767416934619
17740,7092,120750.0,6890,48.8,0.0870827285921625
17741,7093,57473.0,63979,36.3,0.256037137185639
17742,7094,114821.0,20125,40.6,0.2163975155279503
17743,7095,86615.0,19989,37.7,0.2041122617439592
17744,7102,25677.0,13505,33.6,0.2466493891151425
17745,7103,30108.0,32881,32.4,0.2320184909218089
17746,7104,37424.0,51075,34.0,0.2341262848751835
17747,7105,44785.0,52008,35.2,0.2556529764651592
17748,7106,41195.0,33851,35.4,0.2374228235502644
17749,7107,31842.0,37684,32.9,0.2183154654495276
17750,7108,27000.0,23118,31.9,0.2042996799031058
17751,7109,70670.0,36173,38.5,0.2118707323141569
17752,7110,99507.0,28397,41.0,0.1794555762932704
17753,7111,45176.0,54079,34.5,0.2319939347990902
17754,7112,36246.0,25016,36.4,0.2132635113527342
17755,7114,29682.0,12024,36.9,0.2822687957418496
17756,7201,47630.0,28091,34.5,0.2293973158662917
17757,7202,50970.0,41671,35.2,0.2194331789493892
17758,7203,64718.0,21637,39.0,0.2141701714655451
17759,7204,75000.0,13581,37.3,0.2139017745379574
17760,7205,75239.0,21928,37.0,0.2360452389638818
17761,7206,42727.0,26995,30.5,0.2211891090942767
17762,7208,49313.0,31556,36.9,0.17632146026112305
17763,7302,136679.0,46585,34.2,0.3705699259418267
17764,7304,48360.0,43327,35.1,0.2358344681145706
17765,7305,55955.0,64994,35.6,0.2190971474289934
17766,7306,59794.0,52093,34.4,0.2960666500297544
17767,7307,63281.0,41411,34.3,0.2900195600202844
17768,7310,147516.0,13148,31.0,0.5235777304533009
17769,7311,188634.0,352,35.0,0.4488636363636363
17770,7401,170968.0,6765,45.1,0.0863266814486326
17771,7403,94099.0,8009,41.6,0.2021475839680359
17772,7405,116884.0,17508,44.2,0.1650102810143934
17773,7407,77334.0,20059,38.6,0.1927812951792213
17774,7410,123159.0,33017,43.3,0.1494381682163733
17775,7416,68242.0,5523,44.2,0.1656708310700706
17776,7417,172766.0,10946,48.3,0.1282660332541567
17777,7418,133186.0,2367,40.6,0.1622306717363751
17778,7419,88469.0,8799,42.7,0.1746789407887259
17779,7420,83796.0,5148,42.3,0.2121212121212121
17780,7421,95383.0,7255,44.1,0.1848380427291523
17781,7422,100000.0,6450,41.4,0.2150387596899224
17782,7423,216875.0,4094,42.1,0.0806057645334636
17783,7424,87125.0,27030,40.4,0.2004809470958194
17784,7430,107081.0,26275,42.9,0.1656707897240723
17785,7432,121162.0,7244,43.1,0.1417725013804527
17786,7435,123949.0,2509,40.3,0.1387006775607812
17787,7436,126319.0,12972,43.5,0.1251927227875424
17788,7438,111169.0,11567,45.8,0.1313218639232298
17789,7439,89659.0,2327,42.7,0.2157284056725397
17790,7440,134766.0,4469,40.9,0.1543969568136048
17791,7442,102371.0,11029,40.4,0.2096291594886209
17792,7444,98281.0,10722,51.4,0.1446558477895915
17793,7446,147625.0,14892,46.2,0.1036126779478914
17794,7450,184556.0,25209,41.1,0.0968304970447062
17795,7452,187000.0,11780,40.6,0.1103565365025466
17796,7456,122385.0,12175,42.6,0.1724024640657084
17797,7457,110664.0,4197,40.9,0.1882296878722897
17798,7458,162837.0,11467,47.1,0.1189500305223685
17799,7460,109245.0,3398,43.8,0.1886403766921718
17800,7461,89366.0,18094,46.2,0.1661324195866033
17801,7462,88934.0,6189,43.5,0.1969623525609953
17802,7463,124803.0,9986,41.2,0.1640296414980973
17803,7465,102610.0,6716,47.7,0.1399642644431209
17804,7470,123204.0,53954,42.9,0.1702746784297735
17805,7480,100700.0,16439,45.4,0.1540239673946103
17806,7481,153736.0,17017,45.3,0.0972556854909796
17807,7501,30467.0,32432,32.8,0.2271213616181549
17808,7502,54940.0,16396,34.0,0.2178580141497926
17809,7503,46520.0,17875,35.2,0.2194125874125874
17810,7504,60231.0,11578,39.2,0.2106581447572983
17811,7505,18486.0,2616,37.9,0.23165137614678896
17812,7506,97692.0,18784,40.5,0.21103066439523
17813,7508,79444.0,22627,39.1,0.2089980996155036
17814,7512,105637.0,10828,44.3,0.1933875138529737
17815,7513,44315.0,12348,34.0,0.217444120505345
17816,7514,43776.0,18100,32.5,0.2383977900552486
17817,7522,37658.0,20615,30.9,0.2162017948096046
17818,7524,38794.0,13750,30.4,0.2211636363636363
17819,7601,70090.0,44339,38.1,0.2644173301156995
17820,7603,91232.0,8360,38.9,0.2057416267942583
17821,7604,94801.0,12082,43.4,0.1540307896043701
17822,7605,102250.0,9086,44.6,0.1373541712524763
17823,7606,72500.0,2575,37.9,0.1751456310679611
17824,7607,94317.0,9661,44.3,0.1777248732015319
17825,7608,36429.0,102,37.5,0.2352941176470588
17826,7620,130962.0,1547,49.8,0.1047188106011635
17827,7621,96335.0,27373,39.6,0.1753187447484747
17828,7624,140357.0,8565,44.9,0.1298307063631056
17829,7626,151442.0,8699,41.2,0.1186343257845729
17830,7627,154500.0,4942,43.5,0.0520032375556454
17831,7628,100219.0,17624,44.4,0.1829891057648661
17832,7630,128093.0,7596,45.8,0.1122959452343338
17833,7631,85733.0,28271,43.4,0.1791942273000601
17834,7632,149358.0,5453,49.1,0.0889418668622776
17835,7640,134688.0,4753,44.7,0.1129812749842204
17836,7641,178450.0,3418,46.2,0.096255119953189
17837,7642,146108.0,10317,43.4,0.1325966850828729
17838,7643,66098.0,10782,39.9,0.2320534223706176
17839,7644,66595.0,24430,37.3,0.224887433483422
17840,7645,146708.0,8489,45.3,0.1322888443868535
17841,7646,94344.0,16545,40.9,0.1969174977334542
17842,7647,109844.0,5487,45.8,0.1191908146528157
17843,7648,122200.0,5812,47.4,0.1280110116999311
17844,7649,132358.0,8141,45.5,0.1096916840682962
17845,7650,68245.0,20604,39.5,0.2417006406523005
17846,7652,128306.0,26503,47.5,0.1408519790212428
17847,7656,137883.0,8795,46.1,0.1398521887436043
17848,7657,71699.0,11227,40.6,0.2266856684777768
17849,7660,86923.0,12922,37.7,0.2320074291905277
17850,7661,124598.0,11500,39.2,0.1566086956521739
17851,7662,84196.0,5597,45.0,0.2274432731820618
17852,7663,106776.0,13845,43.7,0.2016612495485734
17853,7666,111821.0,40458,38.1,0.1810272381234861
17854,7670,172926.0,14632,42.5,0.0914434117003827
17855,7675,131940.0,27024,44.3,0.1378034339846063
17856,7676,140260.0,9207,46.1,0.1252308026501574
17857,7677,171103.0,5832,45.4,0.1075102880658436
17858,7701,91587.0,24028,41.8,0.1937323123023139
17859,7702,124474.0,4086,46.1,0.0685266764561918
17860,7703,,132,54.7,0.1666666666666666
17861,7704,179138.0,5873,40.8,0.0641920653839605
17862,7711,130313.0,1699,45.6,0.1459682165979988
17863,7712,69830.0,38435,41.0,0.2057499674775595
17864,7716,92222.0,8142,48.3,0.127364283959715
17865,7717,92813.0,1789,54.2,0.1280044717719396
17866,7718,125919.0,7093,38.0,0.2228958127731566
17867,7719,100391.0,21083,46.7,0.1798605511549589
17868,7720,64246.0,4193,42.4,0.2265680896732649
17869,7721,77482.0,3123,31.6,0.3182837015690041
17870,7722,174635.0,10089,44.5,0.1188423034988601
17871,7723,65521.0,701,47.1,0.1626248216833095
17872,7724,82783.0,20920,44.5,0.17151051625239
17873,7726,118187.0,43474,44.5,0.1402217417306896
17874,7727,80177.0,6806,40.3,0.1520717014399059
17875,7728,91855.0,55088,41.9,0.1745207667731629
17876,7730,101849.0,16769,44.3,0.1678096487566342
17877,7731,109354.0,38730,38.5,0.1974954815388587
17878,7732,61436.0,4868,52.0,0.1635168447000821
17879,7733,148991.0,16479,49.5,0.1181503732022574
17880,7734,62021.0,12984,40.3,0.1778342575477511
17881,7735,79467.0,18223,44.3,0.1757120122921582
17882,7737,110319.0,4032,41.4,0.1485615079365079
17883,7738,152557.0,6405,44.3,0.1199063231850117
17884,7739,179391.0,5844,46.3,0.0918891170431211
17885,7740,60122.0,30744,37.0,0.2270361696591205
17886,7746,154700.0,18233,44.6,0.1141885592058355
17887,7747,109396.0,31178,42.1,0.1815703380588876
17888,7748,121490.0,27190,43.5,0.1541743287973519
17889,7750,135909.0,3203,53.8,0.1067748985326256
17890,7751,153644.0,20149,40.0,0.1528611841778748
17891,7753,73544.0,36860,45.5,0.1813619099294628
17892,7755,103472.0,6028,44.0,0.1343729263437292
17893,7756,63093.0,3047,60.1,0.1621266819822776
17894,7757,89265.0,5593,50.5,0.1365993205792955
17895,7758,95488.0,4528,38.5,0.1992049469964664
17896,7760,168750.0,8704,44.9,0.0954733455882353
17897,7762,81311.0,8242,54.8,0.142926474156758
17898,7764,109073.0,7908,33.1,0.1836115326251896
17899,7801,73496.0,24570,38.4,0.2093610093610093
17900,7803,91219.0,3530,42.2,0.1764872521246459
17901,7820,,8,49.5,0.25
17902,7821,109167.0,8506,46.1,0.1529508582177286
17903,7822,75625.0,878,46.6,0.0079726651480637
17904,7823,60842.0,7871,51.0,0.1749460043196544
17905,7825,104918.0,9570,48.6,0.1437826541274817
17906,7826,85131.0,5824,51.0,0.1322115384615384
17907,7827,75625.0,4051,43.6,0.168847198222661
17908,7828,75528.0,14967,37.7,0.2047838578205385
17909,7830,134375.0,6813,46.3,0.1162483487450462
17910,7832,99243.0,3437,47.6,0.14722141402385802
17911,7833,48375.0,107,60.5,0.1869158878504672
17912,7834,124593.0,17826,44.9,0.1317177156961741
17913,7836,122292.0,12579,40.0,0.1697273233166388
17914,7838,110139.0,2927,45.1,0.1889306457123334
17915,7840,85094.0,30514,41.5,0.1733630464704725
17916,7842,100694.0,95,38.6,0.0947368421052631
17917,7843,86846.0,11697,41.2,0.2169787124903821
17918,7846,,67,37.8,0.0
17919,7847,112938.0,1922,38.9,0.1519250780437044
17920,7848,87500.0,4901,52.2,0.1056927157722913
17921,7849,101977.0,9263,45.9,0.1607470581884918
17922,7850,86198.0,6661,34.8,0.217835159885903
17923,7851,132917.0,61,50.6,0.2622950819672131
17924,7852,85938.0,3946,45.3,0.119614799797263
17925,7853,166806.0,12915,43.2,0.1210220673635307
17926,7856,90500.0,4126,49.2,0.1965584100824042
17927,7857,69000.0,3203,45.1,0.2201061504839213
17928,7860,87820.0,25451,45.8,0.1737849200424344
17929,7863,85083.0,3703,47.1,0.1650013502565487
17930,7865,123250.0,1910,47.1,0.1340314136125654
17931,7866,110028.0,23003,44.4,0.1429813502586619
17932,7869,140841.0,25599,41.8,0.1487558107738583
17933,7870,,30,57.8,0.2666666666666666
17934,7871,137717.0,20136,43.3,0.132647993643226
17935,7874,97080.0,8121,43.7,0.1471493658416451
17936,7876,131165.0,9943,48.0,0.14703811726843
17937,7878,100185.0,627,43.3,0.1259968102073365
17938,7880,123558.0,221,43.1,0.4886877828054298
17939,7881,,6,67.5,0.0
17940,7882,84135.0,14417,44.4,0.1730595824374003
17941,7885,80685.0,10094,40.4,0.206360213988508
17942,7901,154688.0,23567,40.1,0.1302244664149022
17943,7920,151365.0,27037,45.4,0.0959056108296038
17944,7921,116250.0,7474,46.5,0.1969494246721969
17945,7922,181392.0,12314,44.6,0.1267662822803313
17946,7924,165677.0,7544,41.6,0.1284464475079533
17947,7926,,9,,1.0
17948,7927,125588.0,3814,40.7,0.1895647614053487
17949,7928,191607.0,18827,42.2,0.08641844159983
17950,7930,148466.0,8033,49.0,0.0898792481015809
17951,7931,182642.0,3203,43.8,0.111145800811739
17952,7932,127273.0,9902,46.7,0.1954150676630983
17953,7933,138929.0,2981,45.8,0.1727608185172761
17954,7934,141667.0,1495,44.6,0.08294314381270901
17955,7935,183125.0,374,48.7,0.0
17956,7936,136016.0,11072,47.0,0.1693460982658959
17957,7939,41250.0,258,55.8,0.1472868217054263
17958,7940,146620.0,17523,37.5,0.2025338127033042
17959,7945,183352.0,9020,47.6,0.1068736141906873
17960,7946,168214.0,3215,43.8,0.1222395023328149
17961,7950,127226.0,19550,43.5,0.1535038363171355
17962,7960,125744.0,44834,40.8,0.2222420484453763
17963,7970,243219.0,169,53.0,0.4970414201183432
17964,7974,154655.0,12391,40.1,0.1315470906302961
17965,7976,94432.0,734,60.2,0.1825613079019073
17966,7977,87188.0,731,36.8,0.1039671682626539
17967,7979,135028.0,481,60.3,0.0935550935550935
17968,7980,122656.0,2394,42.6,0.1445279866332497
17969,7981,118897.0,9051,46.6,0.1440724781792067
17970,8001,71111.0,886,43.4,0.0801354401805869
17971,8002,82285.0,22964,41.4,0.1800644487023166
17972,8003,133946.0,30194,44.9,0.1384381002848248
17973,8004,96176.0,12169,42.0,0.2113567261073219
17974,8005,73914.0,24385,46.5,0.1240926799261841
17975,8006,74479.0,322,70.2,0.0527950310559006
17976,8007,75417.0,4899,44.0,0.191059399877526
17977,8008,87960.0,6988,63.9,0.0977389811104751
17978,8009,90921.0,12847,42.7,0.1902389662956332
17979,8010,64525.0,10983,42.5,0.1970317763816808
17980,8012,74573.0,38504,39.3,0.2294307084978184
17981,8014,79338.0,481,50.2,0.212058212058212
17982,8015,66039.0,19622,38.5,0.2090510651309754
